Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;net3g;net4g;gprstext;edge;year;status;dimensions;weight;sim;bodyother;displaytype;displaysize;displayresolution;os;chipset;cpu;gpu;memoryslot;internalmemory;cam1modules;cam1features;cam1video;cam2modules;cam2video;optionalother;wlan;bluetooth;gps;nfc;radio;usb;sensors;batdescription1;colors;price;speed;memoryother;build;models;tbench;net5g;cam2features;displayprotection;sar-us;batlife;batstandby1;battalktime1;featuresother;displayother;sar-eu
https://www.gsmarena.com/lenovo_tab_p11_plus-10990.php;https://fdn2.gsmarena.com/vv/bigpic/lenovo-tab-p11.jpg;Lenovo Tab P11 Plus;Released 2021, July 29;490g, 7.5mm thickness;Android 11;64GB/128GB storage, microSDXC;27;0.8%;224,385 hits;"11.0""";1200x2000 pixels;4/6 GB RAM;Helio G90T;7700 mAh Li-Po;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40, 41;;;2021, June 28;Available. Released 2021, July 29;258.4 x 163 x 7.5 mm (10.17 x 6.42 x 0.30 in);490 g (1.08 lb);Nano-SIM;Stylus support;IPS LCD, 400 nits (typ);11.0 inches, 344.4 cm(~81.8% screen-to-body ratio);1200 x 2000 pixels, 5:3 ratio (~212 ppi density);Android 11;Mediatek MT6785 Helio G90T (12 nm);Octa-core (2x2.05 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55);Mali-G76 MC4;microSDXC (dedicated slot);64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM;13 MP, (wide), AF;LED flash;1080p@30fps;8 MP, (wide);1080p@30fps;;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;5.1, A2DP, LE;GPS, GLONASS, BDS;No;FM radio;USB Type-C 2.0;Accelerometer, gyro, proximity;Li-Po 7700 mAh, non-removable;Slate Grey, Platinum Grey, Modernist teal;About 300 EUR;HSPA, LTE-A;;;ZA940124SE;;;;;;;;;;;
https://www.gsmarena.com/lenovo_tab_m8_(3rd_gen)-10991.php;https://fdn2.gsmarena.com/vv/bigpic/lenovo-tab-m8-3.jpg;Lenovo Tab M8 (3rd Gen);Released 2022, February;305g, 8.2mm thickness;Android 11 - 2 GB RAM version…;32GB storage, microSDXC;14;0.5%;135,633 hits;"8.0""";800x1280 pixels;2/3 GB RAM;Helio P22T;5100 mAh Li-Po;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - International;1, 2, 3, 4, 5, 19, 7, 8, 20, 26, 28, 38, 40, 41 - International;;;2021, June 28;Available. Released 2022, February;199.1 x 121.8 x 8.2 mm (7.84 x 4.80 x 0.32 in);305 g (10.76 oz);Nano-SIM;;TDDI IPS LCD, 350 nits (typ);8.0 inches, 185.6 cm(~76.5% screen-to-body ratio);800 x 1280 pixels, 16:10 ratio (~189 ppi density);Android 11 (Go edition) - 2 GB RAM versionAndroid 11 - 3 GB RAM version;Mediatek MT8768T Helio P22T (12 nm);Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53);PowerVR GE8320;microSDXC (dedicated slot);32GB 2GB RAM, 32GB 3GB RAM;5 MP, AF;;1080p;2 MP;720p;;Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct;5.0, A2DP, LE;GPS, GLONASS, BDS;No;FM radio;USB Type-C 2.0, OTG;Accelerometer, proximity;Li-Po 5100 mAh, non-removable;Iron Grey, Platinum Grey;;HSPA, LTE;eMMC 5.1;Glass front, aluminum back, aluminum frame;;;;;;;;;;;;
https://www.gsmarena.com/lenovo_tab_m7_(3rd_gen)-10992.php;https://fdn2.gsmarena.com/vv/bigpic/lenovo-tab-m7-3.jpg;Lenovo Tab M7 (3rd Gen);Released 2021, June 31;237g, 8.3mm thickness;Android 11;32GB storage, microSDHC;10;0.4%;109,071 hits;"7.0""";600x1024 pixels;2 GB RAM;MT8166;3750 mAh Li-Po;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 19, 20, 28, 38, 40, 41;;;2021, June 28;Available. Released 2021, June 31;176.2 x 102.3 x 8.3 mm (6.94 x 4.03 x 0.33 in);237 g (8.36 oz);Nano-SIM;;TDDI IPS LCD, 350 nits (typ);7.0 inches, 137.9 cm(~76.5% screen-to-body ratio);600 x 1024 pixels, 16:9 ratio (~170 ppi density);Android 11 (Go edition);Mediatek MT8166 - Wi-Fi versionMediatek MT8766 - LTE version;Octa-core 2.0 GHz;;microSDHC (dedicated slot);32GB 2GB RAM;2 MP;;720p;2 MP;720p;;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;5.0, A2DP, LE;GPS;No;FM radio;microUSB 2.0, OTG;Accelerometer;Li-Po 3750 mAh, non-removable;Iron Grey;About 120 EUR;HSPA, LTE;eMMC 5.1;Glass front, aluminum back, aluminum frame;ZA8C0027US, TB-7306X;;;;;;;;;;;
https://www.gsmarena.com/lenovo_k13_note-10970.php;https://fdn2.gsmarena.com/vv/bigpic/lenovo-k13-note.jpg;Lenovo K13 Note;Released 2021, June 22;200g, 9.1mm thickness;Android 11;128GB storage, microSDXC;21;0.2%;165,851 hits;"6.5""";720x1600 pixels;4 GB RAM;Snapdragon 460;5000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100;LTE;;;2021, June 22;Available. Released 2021, June 22;165.2 x 75.7 x 9.1 mm (6.50 x 2.98 x 0.36 in);200 g (7.05 oz);Hybrid Dual SIM (Nano-SIM, dual stand-by);;IPS LCD;6.5 inches, 102.0 cm(~81.6% screen-to-body ratio);720 x 1600 pixels, 20:9 ratio (~270 ppi density);Android 11;Qualcomm SM4250 Snapdragon 460 (11 nm);Octa-core (4x1.8 GHz Kryo 240 & 4x1.6 GHz Kryo 240);Adreno 610;microSDXC (uses shared SIM slot);128GB 4GB RAM;"48 MP, f/1.7, (wide), 1/2.0"", 0.8µm, PDAF8 MP, f/2.2, 118˚ (ultrawide), 1/4.0"", 1.12µm2 MP, f/2.4, (macro)2 MP, f/2.4, (depth)";LED flash, HDR, panorama;1080p@30fps;"8 MP, f/2.2, (wide), 1/4.0"", 1.12µm";1080p@30fps;;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;5.0, A2DP, LE;GPS, GLONASS, GALILEO;Yes;FM radio;USB Type-C 2.0;Fingerprint (rear-mounted), accelerometer, gyro, proximity;Li-Po 5000 mAh, non-removable;Aurora Gray, Pearl Sakura;About 120 EUR;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;;Glass front, plastic frame, plastic back;;;;HDR;;;;;;;;
https://www.gsmarena.com/lenovo_yoga_tab_13-10924.php;https://fdn2.gsmarena.com/vv/bigpic/lenovo-yoga-pad-pro.jpg;Lenovo Yoga Tab 13;Released 2021, May 31;830g, 6.2mm thickness;Android 11, ZUI 12.5;256GB storage, no card slot;48;0.4%;188,847 hits;"13.0""";1350x2160 pixels;8 GB RAM;Snapdragon 870 5G;10200 mAh Li-Po;N/A;N/A;N/A;No;No;2021, May 24;Available. Released 2021, May 31;293.4 mm x 204 mm x 6.2-24.9 mm;830 g (1.83 lb);No;Built-in stainless steel kickstandStylus support;IPS LCD, HDR10, Dolby Vision, 400 nits;13.0 inches, 490.0 cm(~56.7% screen-to-body ratio);1350 x 2160 pixels, 16:10 ratio (~196 ppi density);Android 11, ZUI 12.5;Qualcomm SM8250-AC Snapdragon 870 5G (7 nm);Octa-core (1x3.2 GHz Kryo 585 & 3x2.42 GHz Kryo 585 & 4x1.80 GHz Kryo 585);Adreno 650;No;256GB 8GB RAM;No;;;8 MPTOF 3D, (biometrics sensor);1080p@30fps;Tuned by JBL;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct;5.2, A2DP, LE;Unspecified;No;No;USB Type-C 3.1, micro HDMI;Face recognition, accelerometer, gyro, proximity;Li-Po 10200 mAh, non-removable;Gray;About 800 EUR;;UFS 3.0;Glass front, aluminum frame, aluminum back;ZA8E0018CN;;;;;;;;;;;
https://www.gsmarena.com/lenovo_pad_pro-10925.php;https://fdn2.gsmarena.com/vv/bigpic/lenovo-pad-pro.jpg;Lenovo Pad Pro;Released 2021, May 31;485g, 5.8mm thickness;Android 11, ZUI 12.5;128GB storage, microSDXC;121;0.4%;401,617 hits;"11.5""";1600x2560 pixels;6 GB RAM;Snapdragon 870 5G;8600 mAh Li-Po;N/A;N/A;N/A;No;No;2021, May 24;Available. Released 2021, May 31;264.3 x 171.4 x 5.8 mm (10.41 x 6.75 x 0.23 in);485 g (1.07 lb);No;Stylus support;OLED, HDR10, Dolby Vision, 90Hz, 420 nits (typ), 600 nits (peak);11.5 inches, 383.5 cm(~84.6% screen-to-body ratio);1600 x 2560 pixels, 16:10 ratio (~263 ppi density);Android 11, ZUI 12.5;Qualcomm SM8250-AC Snapdragon 870 5G (7 nm);Octa-core (1x3.2 GHz Kryo 585 & 3x2.42 GHz Kryo 585 & 4x1.80 GHz Kryo 585);Adreno 650;microSDXC (dedicated slot);128GB 6GB RAM;13 MP, (wide), AF5 MP, 120˚ (ultrawide);LED flash;1080p@30fps;8 MP8 MP, IR TOF 3D, (depth/biometrics sensor);1080p@30fps;Tuned by JBL;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct;5.1, A2DP, LE;No;No;No;USB Type-C 3.1, OTG, magnetic connector;Infrared Face ID, fingerprint (side-mounted), accelerometer, gyro, proximity;Li-Po 8600 mAh, non-removable;Silver;About 320 EUR;;UFS 3.1;Glass front, aluminum frame, aluminum back;ZA910001CN, TB-J716F;;;;;;;;;;;
https://www.gsmarena.com/lenovo_pad_plus-10927.php;https://fdn2.gsmarena.com/vv/bigpic/lenovo-pad-plus-2021.jpg;Lenovo Pad Plus;Released 2021, May 31;520g, 7.9mm thickness;Android 11, ZUI 12.5;128GB storage, microSDXC;39;0.1%;136,485 hits;"11.0""";1200x2000 pixels;6 GB RAM;Snapdragon 750G 5G;7700 mAh Li-Po;N/A;N/A;N/A;No;No;2021, May 24;Available. Released 2021, May 31;258.4 x 163 x 7.9 mm (10.17 x 6.42 x 0.31 in);520 g (1.15 lb);No;Stylus support;TDDI IPS LCD, 400 nits (typ);11.0 inches, 344.4 cm(~81.8% screen-to-body ratio);1200 x 2000 pixels, 5:3 ratio (~212 ppi density);Android 11, ZUI 12.5;Qualcomm SM7225 Snapdragon 750G 5G (8 nm);Octa-core (2x2.2 GHz Kryo 570 & 6x1.8 GHz Kryo 570);Adreno 619;microSDXC (dedicated slot);128GB 6GB RAM;13 MP, AF;;1080p@30fps;8 MPTOF 3D, (depth/biometrics sensor);1080p@30fps;Tuned by JBL;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;5.1, A2DP, LE;GPS, BDS;No;No;USB Type-C 3.1, OTG, magnetic connector;Face recognition, accelerometer, gyro, proximity;Li-Po 7700 mAh, non-removable;White;About 200 EUR;;UFS 2.1;Glass front, plastic frame, plastic back;ZA900000CN;;;;;;;;;;;
https://www.gsmarena.com/lenovo_pad-10926.php;https://fdn2.gsmarena.com/vv/bigpic/lenovo-pad-2021.jpg;Lenovo Pad;Released 2021, June 01;490g, 7.5mm thickness;Android 11, ZUI 12.5;64GB/128GB storage, microSDXC;23;0.2%;99,368 hits;"11.0""";1200x2000 pixels;4/6 GB RAM;Snapdragon 662;7700 mAh Li-Po;N/A;N/A;N/A;No;No;2021, May 24;Available. Released 2021, June 01;258.4 x 163 x 7.5 mm (10.17 x 6.42 x 0.30 in);490 g (1.08 lb);No;Stylus support;TDDI IPS LCD, 400 nits (typ);11.0 inches, 344.4 cm(~81.8% screen-to-body ratio);1200 x 2000 pixels, 5:3 ratio (~212 ppi density);Android 11, ZUI 12.5;Qualcomm SM6115 Snapdragon 662 (11 nm);Octa-core (4x2.0 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver);Adreno 610;microSDXC (dedicated slot);64GB 4GB RAM, 128GB 6GB RAM;13 MP, AF;LED flash;1080p@30fps;8 MPTOF 3D, (depth/biometrics sensor);1080p@30fps;;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;5.0, A2DP, LE;GPS, BDS;No;No;USB Type-C 2.0, OTG, magnetic connector;Face recognition, accelerometer, gyro, proximity;Li-Po 7700 mAh, non-removable;Gray;About 140 EUR;;UFS 2.1;Glass front, plastic frame, plastic back;ZA7R0232CN;;;;;;;;;;;
https://www.gsmarena.com/lenovo_legion_2_pro-10827.php;https://fdn2.gsmarena.com/vv/bigpic/lenovo-legion-2-pro-phone-duel2-1.jpg;Lenovo Legion 2 Pro;Released 2021, April 26;259g, 9.9mm thickness;Android 11, Legion OS;256GB/512GB storage, no card slot;188;0.6%;601,513 hits;"6.92""";1080x2460 pixels;12-18 GB RAM;Snapdragon 888 5G;5500 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 800 / 850 / 900 / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 34, 38, 39, 40, 41, 42, 43;;;2021, April 08;Available. Released 2021, April 26;176 x 78.5 x 9.9 mm (6.93 x 3.09 x 0.39 in);259 g (9.14 oz);Dual SIM (Nano-SIM, dual stand-by);Built-in two cooling fansRGB light panel (on the back)6 pressure sensitive zones (Gaming triggers):4 ultrasonic buttons (top), 2 capacitive sliding buttons (back);AMOLED, 144Hz, HDR10+, 1300 nits (peak);6.92 inches, 113.7 cm(~82.3% screen-to-body ratio);1080 x 2460 pixels (~388 ppi density);Android 11, Legion OS;Qualcomm SM8350 Snapdragon 888 5G (5 nm);Octa-core (1x2.84 GHz Cortex-X1 & 3x2.42 GHz Cortex-A78 & 4x1.80 GHz Cortex-A55);Adreno 660;No;128GB 8GB RAM, 128GB 12GB RAM, 256GB 12GB RAM, 512GB 16GB RAM, 512GB 18GB RAM;"64 MP, f/1.9, 25mm (wide), 1/1.32"", 1.0µm, PDAF16 MP, f/2.2, 123˚, 16mm (ultrawide), 1.0µm";Dual-LED flash, panorama, HDR;8K@24fps, 4K@30/60fps, 1080p@30/60/240fps, gyro-EIS, HDR10+ rec.;"Motorized pop-up 44 MP, f/2.0, 24mm (wide), 1/2.65"", 1.0µm, AF";4K@30/60fps, 1080p@30/60/120fps;;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct;5.2, A2DP, LE;GPS (L1+L5), GLONASS, GALILEO, BDS, QZSS;Yes;No;Two USB Type-C (2.0 & 3.1), OTG;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;Li-Po 5500 mAh, non-removable;Titanium White, Ultimate Black;About 880 EUR;HSPA, LTE-A (CA), 5G;UFS 3.1;Glass front (Gorilla Glass 5), glass back, aluminum frame;L70081;;1, 3, 28, 41, 77, 78, 79 SA/NSA/Sub6;HDR;Corning Gorilla Glass 5;;;;;;;
https://www.gsmarena.com/lenovo_legion_duel_2-10839.php;https://fdn2.gsmarena.com/vv/bigpic/lenovo-legion-2-pro-phone-duel2-1.jpg;Lenovo Legion Duel 2;Released 2021, May 10;259g, 9.9mm thickness;Android 11, ZUI 12.5;256GB/512GB storage, no card slot;113;0.5%;421,606 hits;"6.92""";1080x2460 pixels;12/16 GB RAM;Snapdragon 888 5G;5500 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 20, 26, 28, 32, 34, 38, 39, 40, 41, 42, 43;;;2021, April 08;Available. Released 2021, May 10;176 x 78.5 x 9.9 mm (6.93 x 3.09 x 0.39 in);259 g (9.14 oz);Dual SIM (Nano-SIM, dual stand-by);Built-in two cooling fansRGB light panel (on the back)6 pressure sensitive zones (Gaming triggers):4 ultrasonic buttons (top), 2 capacitive sliding buttons (back);AMOLED, 144Hz, HDR10+, 1300 nits (peak);6.92 inches, 113.7 cm(~82.3% screen-to-body ratio);1080 x 2460 pixels (~388 ppi density);Android 11, ZUI 12.5;Qualcomm SM8350 Snapdragon 888 5G (5 nm);Octa-core (1x2.84 GHz Cortex-X1 & 3x2.42 GHz Cortex-A78 & 4x1.80 GHz Cortex-A55);Adreno 660;No;256GB 12GB RAM, 512GB 16GB RAM;"64 MP, f/1.9, 25mm (wide), 1/1.32"", 1.0µm, PDAF16 MP, f/2.2, 123˚, 16mm (ultrawide), 1.0µm";Dual-LED flash, panorama, HDR;8K@24fps, 4K@30/60fps, 1080p@30/60/240fps, gyro-EIS, HDR10+ rec.;"Motorized pop-up 44 MP, f/2.0, 24mm (wide), 1/2.65"", 1.0µm, AF";4K@30/60fps, 1080p@30/60/120fps;;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct;5.2, A2DP, LE;GPS (L1+L5), GLONASS, GALILEO, BDS, QZSS;Yes;No;Two USB Type-C (2.0 & 3.1), OTG;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;Li-Po 5500 mAh, non-removable;Titanium White, Ultimate Black;About 800 EUR;HSPA, LTE-A (CA), 5G;UFS 3.1;Glass front (Gorilla Glass 5), glass back, aluminum frame;;;1, 2, 3, 7, 8, 20, 25, 28, 38, 40, 41, 66, 71, 77, 78, 79 SA/NSA/Sub6/mmWave;HDR;Corning Gorilla Glass 5;;;;;;;
https://www.gsmarena.com/lenovo_k12_pro-10605.php;https://fdn2.gsmarena.com/vv/bigpic/lenovo-k12-pro.jpg;Lenovo K12 Pro;Released 2020, December 12;221g, 9.7mm thickness;Android 10;64GB/128GB storage, microSDXC;36;0.2%;357,909 hits;"6.8""";720x1640 pixels;4 GB RAM;Snapdragon 662;6000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only);HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 3, 4, 5, 7, 8, 18, 19, 20, 26, 28, 38, 39, 40, 41;;;2020, December 09;Available. Released 2020, December 12;172.1 x 76.8 x 9.7 mm (6.78 x 3.02 x 0.38 in);221 g (7.80 oz);Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by);Water-repellent coating;IPS LCD;6.8 inches, 109.8 cm(~83.1% screen-to-body ratio);720 x 1640 pixels (~263 ppi density);Android 10;Qualcomm SM6115 Snapdragon 662 (11 nm);Octa-core (4x2.0 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver);Adreno 610;microSDXC (uses shared SIM slot);64GB 4GB RAM, 128GB 4GB RAM;"64 MP, f/1.8, 26mm (wide), 1/1.97"", 0.7µm, PDAF2 MP, f/2.4, (macro)2 MP, f/2.4, (depth)";LED flash, HDR, panorama;1080p@30/60fps;16 MP, f/2.2, 1.0µm;1080p@30fps;;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;5.0, A2DP, LE;GPS, GLONASS, GALILEO;Yes;FM radio;USB Type-C 2.0, OTG;Fingerprint (rear-mounted), accelerometer, proximity;Li-Po 6000 mAh, non-removable;Electric Violet, Metallic Sage;About 130 EUR;HSPA, LTE-A;;;XT2091-8;;;HDR;;;;;;;;
https://www.gsmarena.com/lenovo_k12_(china)-10630.php;https://fdn2.gsmarena.com/vv/bigpic/lenovo-k12.jpg;Lenovo K12 (China);Released 2020, December 12;200g, 9.2mm thickness;Android 10;64GB storage, microSDXC;8;0.1%;103,855 hits;"6.5""";720x1600 pixels;4 GB RAM;Snapdragon 460;5000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100;1, 3, 5, 7, 8, 20, 28, 38, 39, 40, 41;;;2020, December 09;Available. Released 2020, December 12;165.2 x 75.7 x 9.2 mm (6.50 x 2.98 x 0.36 in);200 g (7.05 oz);Hybrid Dual SIM (Nano-SIM, dual stand-by);;IPS LCD;6.5 inches, 102.0 cm(~81.6% screen-to-body ratio);720 x 1600 pixels, 20:9 ratio (~270 ppi density);Android 10;Qualcomm SM4250 Snapdragon 460 (11 nm);Octa-core (4x1.8 GHz Kryo 240 & 4x1.6 GHz Kryo 240);Adreno 610;microSDXC (uses shared SIM slot);64GB 4GB RAM;"48 MP, f/1.7, 26mm (wide), 1/2.0"", 0.8µm, PDAF2 MP, (depth)";LED flash, HDR, panorama;1080p@30/60fps;"8 MP, f/2.2, 26mm (wide), 1/4"", 1.12µm";1080p@30fps;;Wi-Fi 802.11 b/g/n;5.0, A2DP, LE;GPS, GLONASS, GALILEO;No;FM radio;microUSB 2.0, OTG;Fingerprint (rear-mounted), accelerometer, proximity;Li-Po 5000 mAh, non-removable;Navy Blue, Gray;About 100 EUR;HSPA, LTE-A;eMMC 5.1;;;;;HDR;;;;;;;;
https://www.gsmarena.com/lenovo_a8_2020-10733.php;https://fdn2.gsmarena.com/vv/bigpic/lenovo-a8-2020.jpg;Lenovo A8 2020;Released 2020, October 15;205g, 9.3mm thickness;Android 10;64GB storage, microSDXC;11;0.2%;115,836 hits;"6.53""";720x1560 pixels;4 GB RAM;Helio P22;5000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 & SIM 3;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 38, 40, 41;;;2020, October 15;Available. Released 2020, October 15;163.8 x 75.6 x 9.3 mm (6.45 x 2.98 x 0.37 in);205 g (7.23 oz);Triple SIM (Nano-SIM, dual stand-by);;IPS LCD;6.53 inches, 107.9 cm(~87.2% screen-to-body ratio);720 x 1560 pixels, 19.5:9 ratio (~259 ppi density);Android 10;Mediatek MT6762 Helio P22 (12 nm);Octa-core 2.0 GHz Cortex-A53;PowerVR GE8320;microSDXC (dedicated slot);64GB 4GB RAM;13 MP, (wide), AF2 MP, f/2.4, (macro)2 MP, f/2.4, (depth);LED flash, HDR, panorama;1080p@30fps;5 MP;1080p@30fps;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;5.0, A2DP, LE;GPS;No;FM radio;microUSB 2.0, OTG;Fingerprint (rear-mounted), accelerometer, proximity;Li-Po 5000 mAh, non-removable;Black, Blue;About 90 EUR;HSPA, LTE;eMMC 5.1;Plastic back, plastic frame;L10041;;;HDR;;;;;;;;
https://www.gsmarena.com/lenovo_tab_p11_pro-10405.php;https://fdn2.gsmarena.com/vv/bigpic/lenovo-tab-p11-pro.jpg;Lenovo Tab P11 Pro;Released 2020, December 14;485g, 6.9mm thickness;Android 10;128GB storage, microSDXC;111;0.6%;490,068 hits;"11.5""";1600x2560 pixels;4/6 GB RAM;Snapdragon 730G;8600 mAh Li-Po;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 18, 19, 20, 26, 28, 38, 39, 40, 41;;;2020, August 31;Available. Released 2020, December 14;264.3 x 171.4 x 6.9 mm (10.41 x 6.75 x 0.27 in);485 g (1.07 lb);Nano-SIM;Stylus support;OLED, HDR10, Dolby Vision, 500 nits (typ);11.5 inches, 383.5 cm(~84.6% screen-to-body ratio);1600 x 2560 pixels, 16:10 ratio (~263 ppi density);Android 10;Qualcomm SDM730 Snapdragon 730G (8 nm);Octa-core (2x2.2 GHz Kryo 470 Gold & 6x1.8 GHz Kryo 470 Silver);Adreno 618;microSDXC;128GB 4GB RAM, 128GB 6GB RAM;13 MP, (wide), AF5 MP, (ultrawide);;1080p@30fps;8 MP, (wide)8 MP, IR TOF 3D, (biometrics sensor only);;;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;5.0, A2DP, LE;GPS, GLONASS, BDS;No;Unspecified;USB Type-C 3.2;Fingerprint (side-mounted), accelerometer, gyro, proximity;Li-Po 8600 mAh, non-removable;Slate Grey, Platinum Grey;About 550 EUR;HSPA, LTE-A;;Glass front, aluminum frame, aluminum back;;;;;;;;;;;;
https://www.gsmarena.com/lenovo_tab_p11-10686.php;https://fdn2.gsmarena.com/vv/bigpic/lenovo-tab-p11.jpg;Lenovo Tab P11;Released 2021, February 10;490g, 7.5mm thickness;Android 10;64GB/128GB storage, microSDXC;72;0.7%;356,127 hits;"11.0""";1200x2000 pixels;4/6 GB RAM;Snapdragon 662;7700 mAh Li-Po;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 19, 20, 28, 38, 40, 41;;;2021, January 07;Available. Released 2021, February 10;258.4 x 163 x 7.5 mm (10.17 x 6.42 x 0.30 in);490 g (1.08 lb);Nano-SIM;Stylus support;IPS LCD, 400 nits (typ);11.0 inches, 344.4 cm(~81.8% screen-to-body ratio);1200 x 2000 pixels, 5:3 ratio (~212 ppi density);Android 10;Qualcomm SM6115 Snapdragon 662 (11 nm);Octa-core (4x2.0 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver);Adreno 610;microSDXC (dedicated slot);64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM;13 MP, (wide), AF;LED flash;1080p@30fps;8 MP, (wide);1080p@30fps;;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct;5.1, A2DP, LE;GPS, GLONASS, BDS;No;FM radio;USB Type-C 2.0;Accelerometer, gyro, proximity;Li-Po 7700 mAh, non-removable;Slate Grey, Platinum Grey;About 200 EUR;HSPA, LTE-A;;;;;;;;;;;;;;
https://www.gsmarena.com/lenovo_tab_m10_hd_gen_2-10406.php;https://fdn2.gsmarena.com/vv/bigpic/lenovo-tab-m10-hd-gen2--.jpg;Lenovo Tab M10 HD Gen 2;Released 2020, November;420g, 8.3mm thickness;Android 10;32GB/64GB storage, microSDXC;36;2.1%;798,864 hits;"10.1""";800x1280 pixels;2/4 GB RAM;Helio P22T;5000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 19, 20, 28, 38, 40;;;2020, August 31;Available. Released 2020, November;241.5 x 149.4 x 8.3 mm (9.51 x 5.88 x 0.33 in);420 g (14.82 oz);Nano-SIM;;IPS LCD, 400 nits (typ);10.1 inches, 295.8 cm(~82.0% screen-to-body ratio);800 x 1280 pixels, 16:10 ratio (~149 ppi density);Android 10;Mediatek MT6762 Helio P22T (12 nm);Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53);PowerVR GE8320;microSDXC (dedicated slot);32GB 2GB RAM, 64GB 4GB RAM;8 MP, AF;;1080p@30fps;5 MP;;;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;5.0, LE;GPS (LTE model), GLONASS;No;FM radio;USB Type-C 2.0, OTG, magnetic connector;Accelerometer, proximity;Li-Po 5000 mAh, non-removable;Iron Gray, Platinum Gray;About 170 EUR;HSPA, LTE;eMMC 5.1;;;;;;;;;;;;;
