Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;net3g;net4g;net5g;speed;year;status;dimensions;weight;sim;displaytype;displaysize;displayresolution;os;chipset;cpu;gpu;memoryslot;internalmemory;cam1modules;cam1features;cam1video;cam2modules;cam2video;wlan;bluetooth;gps;nfc;radio;usb;sensors;batdescription1;colors;price;memoryother;displayprotection;models;batstandby1;battalktime1;cam2features;bodyother;build;gprstext;edge;featuresother;displayother;optionalother;batmusicplayback1
https://www.gsmarena.com/blu_c5_2019-9967.php;https://fdn2.gsmarena.com/vv/bigpic/blu-c5-2019.jpg;BLU C5 2019;Released 2019, October;146g, 10.3mm thickness;Android 8.1 Oreo;16GB storage, microSDXC;0;N/A;53,688 hits;"5.0""";480x854 pixels;1 GB RAM;;2000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1900 / 2100 - C110L;;;HSPA 21.1/5.76 Mbps;2019, October;Available. Released 2019, October;144 x 73.1 x 10.3 mm (5.67 x 2.88 x 0.41 in);146 g (5.15 oz);Dual SIM (Nano-SIM, dual stand-by);IPS LCD;5.0 inches, 68.9 cm(~65.4% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~196 ppi density);Android 8.1 Oreo (Go edition);;Quad-core 1.3 GHz Cortex-A7;Mali-400;microSDXC;16GB 1GB RAM;5 MP;LED flash;720p@30fps;5 MP;720p@30fps;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.1, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer;Li-Po 2000 mAh battery;Gradient Blue, Black, Red, Grey;About 50 EUR;;;;;;;;;;;;;;
https://www.gsmarena.com/blu_c6_2019-9930.php;https://fdn2.gsmarena.com/vv/bigpic/blu-c6-2019-2.jpg;BLU C6 2019;Released 2019, October;185g, 9.1mm thickness;Android 8.1 Oreo;16GB storage, microSDXC;0;N/A;52,646 hits;"6.0""";720x1440 pixels;1 GB RAM;MT6580;2800 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1700(AWS) / 1900 / 900;;;HSPA 21.1/5.76 Mbps;2019, October;Available. Released 2019, October;159.6 x 76.6 x 9.1 mm (6.28 x 3.02 x 0.36 in);185 g (6.53 oz);Dual SIM (Nano-SIM, dual stand-by);IPS LCD;6.0 inches, 92.9 cm(~76.0% screen-to-body ratio);720 x 1440 pixels, 18:9 ratio (~268 ppi density);Android 8.1 Oreo (Go edition);Mediatek MT6580 (28 nm);Quad-core 1.3 GHz Cortex-A7;Mali-400;microSDXC;16GB 1GB RAM;"8 MP, 1/5.0"", 1.12µm, AF";LED flash;720p@30fps;8 MP;720p@30fps;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.1, A2DP;GPS;No;FM radio;microUSB 2.0;Fingerprint (rear-mounted), accelerometer, proximity;Li-Po 2800 mAh battery;Gradient Blue, Black, Red;About 60 EUR;;;;Up to 675 h (2G) / Up to 575 h (3G);Up to 22 h (2G) / Up to 18 h (3G);LED flash;;;;;;;;
https://www.gsmarena.com/blu_advance_l5-9929.php;https://fdn2.gsmarena.com/vv/bigpic/blu-advance-l5.jpg;BLU Advance L5;Released 2019, September;104g, 10.4mm thickness;Android 8.1 Oreo;16GB storage, microSDXC;4;0.1%;88,165 hits;"4.0""";480x800 pixels;512 MB RAM;;1300 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1700(AWS) / 1900 - A390U;;;HSPA 21.1/5.76 Mbps;2019, September;Available. Released 2019, September;124.8 x 65.2 x 10.4 mm (4.91 x 2.57 x 0.41 in);104 g (3.67 oz);Dual SIM (Micro-SIM, dual stand-by);IPS LCD;4.0 inches, 45.5 cm(~56.0% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~233 ppi density);Android 8.1 Oreo (Go edition);;Quad-core 1.3 GHz Cortex-A7;;microSDXC;16GB 512MB RAM;5 MP;LED flash;720p@30fps;2 MP;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.1, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer;Li-Po 1300 mAh, removable;Black, Cyan, Lime, Red;About 40 EUR;;;;Up to 400 h (2G) / Up to 450 h (3G);Up to 18 h (2G) / Up to 13 h (3G);;;;;;;;;
https://www.gsmarena.com/blu_bold_n1-9855.php;https://fdn2.gsmarena.com/vv/bigpic/blu-bold-n1.jpg;BLU Bold N1;Released 2019, September;182g, 8.6mm thickness;Android 9.0, planned upgrade to Android 10;128GB storage, microSDXC;30;N/A;179,776 hits;"6.4""";1080x2340 pixels;4 GB RAM;Helio P70;3500 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 28;;HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps;2019, September;Available. Released 2019, September;158.7 x 74.1 x 8.6 mm (6.25 x 2.92 x 0.34 in);182 g (6.42 oz);Dual SIM (Nano-SIM, dual stand-by);AMOLED;6.4 inches, 100.5 cm(~85.5% screen-to-body ratio);1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density);Android 9.0 (Pie), planned upgrade to Android 10;Mediatek MT6771V Helio P70 (12nm);Octa-core (4x2.1 GHz Cortex-A73 & 4x2.1 GHz Cortex-A53);Mali-G72 MP3;microSDXC (dedicated slot);128GB 4GB RAM;"16 MP, f/1.8, 1/2.8"", PDAF5 MP, f/2.4, (depth)";LED flash, HDR, panorama;1080p@30fps;"Motorized pop-up 13 MP, f/2.0, 1/4""";1080p@30fps;Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct;4.1, A2DP, LE;GPS;No;FM radio;USB Type-C 2.0, OTG;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;Li-Po 3500 mAh, non-removable;Raven Black;About 180 EUR;eMMC 5.1;Corning Gorilla Glass 5;;Up to 600 h (3G);Up to 20 h (3G);;;;;;;;;
https://www.gsmarena.com/blu_studio_mini-9877.php;https://fdn2.gsmarena.com/vv/bigpic/blu-studio-mini.jpg;BLU Studio Mini;Released 2019, September;187g, 10.4mm thickness;Android 9.0;32GB storage, microSDXC;2;N/A;61,441 hits;"5.5""";720x1440 pixels;2 GB RAM;;3000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1700(AWS) / 1900;2, 4, 5, 12, 17;;HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps;2019, September;Available. Released 2019, September;150.5 x 71.5 x 10.4 mm (5.93 x 2.81 x 0.41 in);187 g (6.60 oz);Dual SIM (Nano-SIM, dual stand-by);IPS LCD;5.5 inches, 78.1 cm(~72.5% screen-to-body ratio);720 x 1440 pixels, 18:9 ratio (~293 ppi density);Android 9.0 (Pie);;Octa-core 1.6 GHz Cortex-A55;IMG8322;microSDXC;32GB 2GB RAM;13 MP, AF;LED flash;1080p@30fps;8 MP;1080p@30fps;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.1, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Po 3000 mAh, removable;Black;About 70 EUR;;;;Up to 600 h (2G) / Up to 550 h (3G);Up to 21 h (2G) / Up to 16 h (3G);LED flash;;;;;;;;
https://www.gsmarena.com/blu_vivo_xl5-9854.php;https://fdn2.gsmarena.com/vv/bigpic/vivo-xl5-.jpg;BLU Vivo XL5;Released 2019, July;181g, 9.6mm thickness;Android 9.0;64GB storage, microSDXC;1;N/A;69,686 hits;"6.3""";720x1520 pixels;3 GB RAM;;4000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1700(AWS) / 1900;2, 4, 5, 12, 17;;HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps;2019, July;Available. Released 2019, July;161.4 x 78 x 9.6 mm (6.35 x 3.07 x 0.38 in);181 g (6.38 oz);Dual SIM (Nano-SIM, dual stand-by);IPS LCD;6.3 inches, 99.1 cm(~78.7% screen-to-body ratio);720 x 1520 pixels, 19:9 ratio (~267 ppi density);Android 9.0 (Pie);;Octa-core 1.6 GHz Cortex-A55;IMG8322;microSDXC;64GB 3GB RAM;13 MP, AF2 MP, (depth);LED flash;1080p@30fps;13 MP;1080p@30fps;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.1, A2DP;GPS;No;FM radio;microUSB 2.0;Fingerprint (rear-mounted), accelerometer, proximity;Li-Po 4000 mAh, non-removable;Black;;;;;Up to 750 h (2G) / Up to 650 h (3G);Up to 30 h (2G) / Up to 24 h (3G);LED flash;;;;;;;;
https://www.gsmarena.com/blu_vivo_x5-9853.php;https://fdn2.gsmarena.com/vv/bigpic/vivo-x5.jpg;BLU Vivo X5;Released 2019, September;160g, 9.1mm thickness;Android 9.0;64GB storage, microSDXC;1;N/A;65,213 hits;"5.7""";720x1440 pixels;3 GB RAM;;2800 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1700(AWS) / 1900;2, 4, 5, 12, 17;;HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps;2019, September;Available. Released 2019, September;153 x 73.4 x 9.1 mm (6.02 x 2.89 x 0.36 in);160 g (5.64 oz);Dual SIM (Nano-SIM, dual stand-by);IPS LCD;5.7 inches, 83.8 cm(~74.7% screen-to-body ratio);720 x 1440 pixels, 18:9 ratio (~282 ppi density);Android 9.0 (Pie);;Octa-core 1.6 GHz Cortex-A55;IMG8322;microSDXC;64GB 3GB RAM;13 MP, AF;LED flash;1080p@30fps;8 MP;1080p@30fps;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.1, A2DP;GPS;No;FM radio;microUSB 2.0;Fingerprint (rear-mounted), accelerometer, proximity;Li-Po 2800 mAh, removable;Black;;;;;Up to 550 h (2G) / Up to 500 h (3G);Up to 20 h (2G) / Up to 15 h (3G);LED flash;;;;;;;;
https://www.gsmarena.com/blu_g9_pro-9811.php;https://fdn2.gsmarena.com/vv/bigpic/blu-g9-pro-.jpg;BLU G9 Pro;Released 2019, August;183g, 8.6mm thickness;Android 9.0, planned upgrade to Android 10;128GB storage, microSDXC;16;N/A;174,700 hits;"6.3""";1080x2340 pixels;4 GB RAM;Helio P60;4000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 28;;HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps;2019, August;Available. Released 2019, August;157 x 75.1 x 8.6 mm (6.18 x 2.96 x 0.34 in);183 g (6.46 oz);Dual SIM (Nano-SIM, dual stand-by);IPS LCD;6.3 inches, 97.4 cm(~82.6% screen-to-body ratio);1080 x 2340 pixels, 19.5:9 ratio (~409 ppi density);Android 9.0 (Pie), planned upgrade to Android 10;Mediatek MT6771 Helio P60 (12 nm);Octa-core (4x2.0 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53);Mali-G72 MP3;microSDXC;128GB 4GB RAM;"48 MP, f/1.8, 1/2.0"", 0.8µm, PDAF8 MP, f/2.2, (ultrawide)2 MP, f/2.4, (depth)";LED flash, HDR, panorama;1080p@30fps;16 MP, f/2.0;1080p@30fps;Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct;4.1, A2DP, LE;GPS;No;FM radio;USB Type-C 2.0, OTG;Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass;Li-Po 4000 mAh, non-removable;Nightfall, Black;;eMMC 5.1;;;Up to 625 h (3G);Up to 21 h (3G);;;;;;;;;
https://www.gsmarena.com/blu_studio_mega_2019-9876.php;https://fdn2.gsmarena.com/vv/bigpic/blu-studio-mega-2019.jpg;BLU Studio Mega 2019;Released 2019, September;181g, 9.6mm thickness;Android 9.0;32GB storage, microSDXC;0;N/A;46,409 hits;"6.0""";720x1440 pixels;2 GB RAM;;3000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1700(AWS) / 1900;2, 4, 5, 12, 17;;HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps;2019, September;Available. Released 2019, September;161.4 x 78 x 9.6 mm (6.35 x 3.07 x 0.38 in);181 g (6.38 oz);Dual SIM (Nano-SIM, dual stand-by);IPS LCD;6.0 inches, 92.9 cm(~73.8% screen-to-body ratio);720 x 1440 pixels, 18:9 ratio (~268 ppi density);Android 9.0 (Pie);;Octa-core 1.6 GHz Cortex-A55;IMG8322;microSDXC;32GB 2GB RAM;13 MP, AF;LED flash;1080p@30fps;8 MP;1080p@30fps;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.1, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Po 3000 mAh, removable;Black;About 80 EUR;;;;Up to 575 h (2G) / Up to 525 h (3G);Up to 20 h (2G) / Up to 15 h (3G);LED flash;;;;;;;;
https://www.gsmarena.com/blu_g8-9778.php;https://fdn2.gsmarena.com/vv/bigpic/bly-g8.jpg;BLU G8;Released 2019, July;181g, 9.6mm thickness;Android 9.0;64GB storage, microSDXC;3;N/A;92,187 hits;"6.3""";720x1520 pixels;3 GB RAM;;4000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1700(AWS) / 1900 - G0170UU;1, 3, 4, 5, 7, 28 - G0170LL, G0170VV;;HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps;2019, July;Available. Released 2019, July;161.4 x 78 x 9.6 mm (6.35 x 3.07 x 0.38 in);181 g (6.38 oz);Dual SIM (Nano-SIM, dual stand-by);IPS LCD;6.3 inches, 99.1 cm(~78.7% screen-to-body ratio);720 x 1520 pixels, 19:9 ratio (~267 ppi density);Android 9.0 (Pie);;Octa-core 1.6 GHz Cortex-A55;IMG8322;microSDXC;64GB 3GB RAM;13 MP, AF2 MP, (depth);LED flash;1080p@30fps;13 MP;1080p@30fps;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.1, A2DP;GPS;No;FM radio;microUSB 2.0;Fingerprint (rear-mounted), accelerometer, proximity;Li-Po 4000 mAh, non-removable;Black, Red, Blue;;;;;Up to 750 h (2G) / Up to 650 h (3G);Up to 30 h (2G) / Up to 24 h (3G);;;;;;;;;
https://www.gsmarena.com/blu_g6-9777.php;https://fdn2.gsmarena.com/vv/bigpic/bly-g6.jpg;BLU G6;Released 2019, July;160g, 9.1mm thickness;Android 9.0;64GB storage, microSDXC;2;N/A;69,726 hits;"5.7""";720x1440 pixels;3 GB RAM;;2800 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1700(AWS) / 1900 - G0210UU;1, 3, 4, 5, 7, 28 - G0210LL;;HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps;2019, July;Available. Released 2019, July;153 x 73.4 x 9.1 mm (6.02 x 2.89 x 0.36 in);160 g (5.64 oz);Dual SIM (Nano-SIM, dual stand-by);IPS LCD;5.7 inches, 83.8 cm(~74.7% screen-to-body ratio);720 x 1440 pixels, 18:9 ratio (~282 ppi density);Android 9.0 (Pie);;Octa-core 1.6 GHz Cortex-A55;IMG8322;microSDXC;64GB 3GB RAM;13 MP, AF;LED flash;1080p@30fps;8 MP;1080p@30fps;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.1, A2DP;GPS;No;FM radio;microUSB 2.0;Fingerprint (rear-mounted), accelerometer, proximity;Li-Po 2800 mAh, removable;Black, Red;;;;;Up to 550 h (2G) / Up to 500 h (3G);Up to 20 h (2G) / Up to 15 h (3G);LED flash;;;;;;;;
https://www.gsmarena.com/blu_g5_plus-9776.php;https://fdn2.gsmarena.com/vv/bigpic/bly-g5p.jpg;BLU G5 Plus;Released 2019, July;181g, 9.6mm thickness;Android 9.0;32GB storage, microSDXC;0;N/A;54,312 hits;"6.0""";720x1440 pixels;2 GB RAM;;3000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1700(AWS) / 1900 - G0190UU;1, 3, 4, 5, 7, 28 - G0190LL, G0190VV;;HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps;2019, July;Available. Released 2019, July;161.4 x 78 x 9.6 mm (6.35 x 3.07 x 0.38 in);181 g (6.38 oz);Dual SIM (Nano-SIM, dual stand-by);IPS LCD;6.0 inches, 92.9 cm(~73.8% screen-to-body ratio);720 x 1440 pixels, 18:9 ratio (~268 ppi density);Android 9.0 (Pie);;Octa-core 1.6 GHz Cortex-A55;IMG8322;microSDXC;32GB 2GB RAM;13 MP, AF;LED flash;1080p@30fps;8 MP;1080p@30fps;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.1, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Po 3000 mAh, removable;Black, Red, Twilight, Chameleon Blue;;;;;Up to 575 h (2G) / Up to 525 h (3G);Up to 20 h (2G) / Up to 15 h (3G);LED flash;;;;;;;;
https://www.gsmarena.com/blu_g5-9775.php;https://fdn2.gsmarena.com/vv/bigpic/bly-g5.jpg;BLU G5;Released 2019, July;187g, 10.4mm thickness;Android 9.0;32GB storage, microSDXC;1;N/A;76,591 hits;"5.5""";720x1440 pixels;2 GB RAM;;3000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1700(AWS) / 1900 - G0090UU;1, 3, 4, 5, 7, 28 - G0090LL, G0090VV;;HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps;2019, July;Available. Released 2019, July;150.5 x 71.5 x 10.4 mm (5.93 x 2.81 x 0.41 in);187 g (6.60 oz);Dual SIM (Nano-SIM, dual stand-by);IPS LCD;5.5 inches, 78.1 cm(~72.5% screen-to-body ratio);720 x 1440 pixels, 18:9 ratio (~293 ppi density);Android 9.0 (Pie);;Octa-core 1.6 GHz Cortex-A55;IMG8322;microSDXC;32GB 2GB RAM;13 MP, AF;LED flash;1080p@30fps;8 MP;1080p@30fps;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.1, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Po 3000 mAh, removable;Black, Blue, Red, Twilight, Chameleon Blue;;;;;Up to 600 h (2G) / Up to 550 h (3G);Up to 21 h (2G) / Up to 16 h (3G);LED flash;;;;;;;;
https://www.gsmarena.com/blu_g9-9718.php;https://fdn2.gsmarena.com/vv/bigpic/blu-g9.jpg;BLU G9;Released 2019, May;165g, 8mm thickness;Android 9.0;64GB storage, microSDXC;8;N/A;132,521 hits;"6.3""";720x1520 pixels;4 GB RAM;Helio P22;4000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1700(AWS) / 1900;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 28;;HSPA 42.2/11.5 Mbps, LTE-A (2CA) Cat6 300/50 Mbps;2019, May;Available. Released 2019, May;155.4 x 71.8 x 8 mm (6.12 x 2.83 x 0.31 in);165 g (5.82 oz);Dual SIM (Micro-SIM/Nano-SIM, dual stand-by);IPS LCD;6.3 inches, 99.1 cm(~88.8% screen-to-body ratio);720 x 1520 pixels, 19:9 ratio (~267 ppi density);Android 9.0 (Pie);Mediatek MT6762 Helio P22 (12 nm);Octa-core 2.0 GHz Cortex-A53;PowerVR GE8320;microSDXC;64GB 4GB RAM;"13 MP, f/2.0, 1/3"", PDAF2 MP, (depth)";LED flash;1080p@30fps;"13 MP, f/2.0, 1/3""";1080p@30fps;Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct;4.0, A2DP;GPS;No;FM radio;USB Type-C 2.0;Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass;Li-Po 4000 mAh, non-removable;Black, Blue;About 160 EUR;eMMC 5.1;;;Up to 750 h (2G) / Up to 650 h (3G);Up to 30 h (2G) / Up to 24 h (3G);;;;;;;;;
https://www.gsmarena.com/blu_c5l-9597.php;https://fdn2.gsmarena.com/vv/bigpic/blu-c5l.jpg;BLU C5L;Released 2019, February;153g, 10.3mm thickness;Android 8.1 Oreo;8GB storage, microSDXC;0;0.1%;87,049 hits;"5.0""";480x854 pixels;1 GB RAM;;2000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1700(AWS) / 1900 - C0050UU;2, 4, 5, 7, 12, 17 - C0050UU;;HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps;2019, February;Available. Released 2019, February;144.3 x 72.5 x 10.3 mm (5.68 x 2.85 x 0.41 in);153 g (5.40 oz);Dual SIM (Nano-SIM, dual stand-by);IPS LCD;5.0 inches, 68.9 cm(~65.9% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~196 ppi density);Android 8.1 Oreo (Go edition);;Quad-core 1.4 GHz Cortex-A53;Mali-400;microSDXC;8GB 1GB RAM;5 MP, AF;LED flash;1080p@30fps;2 MP;720p@30fps;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer;Li-Ion 2000 mAh battery;Black, Blue;About 60 EUR;;;;Up to 500 h (2G) / Up to 450 h (3G);Up to 18 h (2G) / Up to 14 h (3G);LED flash;;;;;;;;
https://www.gsmarena.com/blu_studio_x8_hd_(2019)-9565.php;https://fdn2.gsmarena.com/vv/bigpic/blu-studio-x8-hd-3g.jpg;BLU Studio X8 HD (2019);Released 2019, February;143g, 9.8mm thickness;Android 8.1 Oreo;8GB storage, microSDXC;0;N/A;63,054 hits;"5.0""";720x1280 pixels;1 GB RAM;MT6580;2000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1700(AWS) / 1900 - S532U;;;Yes, 384 kbps;2019, February;Available. Released 2019, February;145.5 x 74.5 x 9.8 mm (5.73 x 2.93 x 0.39 in);143 g (5.04 oz);Dual SIM (Mini-SIM, dual stand-by);IPS LCD;5.0 inches, 68.9 cm(~63.6% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Android 8.1 Oreo (Go edition);Mediatek MT6580 (28 nm);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSDXC;8GB 1GB RAM;8 MP;LED flash;1080p@30fps;5 MP;720p@30fps;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer;Li-Ion 2000 mAh battery;Black, White;;;;;Up to 500 h (3G);Up to 15 h (3G);;;;;;;;;
https://www.gsmarena.com/blu_c6l-9542.php;https://fdn2.gsmarena.com/vv/bigpic/blu-c6l.jpg;BLU C6L;Released 2019, January;203g, 10.4mm thickness;Android 8.1 Oreo;16GB storage, microSDXC;1;N/A;56,052 hits;"5.5""";720x1280 pixels;1 GB RAM;;2500 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1700(AWS) / 1900 / 2100 - C0030UU;2, 4, 5, 7, 12, 17 - C0030UU;;HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps;2019, January;Available. Released 2019, January;154.4 x 78.6 x 10.4 mm (6.08 x 3.09 x 0.41 in);203 g (7.16 oz);Dual SIM (Micro-SIM/Nano-SIM, dual stand-by);IPS LCD;5.5 inches, 83.4 cm(~68.7% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~267 ppi density);Android 8.1 Oreo (Go edition);;Quad-core 1.4 GHz Cortex-A53;Mali-400;microSDXC;16GB 1GB RAM;8 MP, AF;LED flash;1080p@30fps;5 MP;720p@30fps;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.2, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 2500 mAh battery;Black, Gold, Blue;About 70 EUR;;;;Up to 600 h (2G) / Up to 550 h (3G);Up to 21 h (2G) / Up to 16 h (3G);LED flash;;;;;;;;
https://www.gsmarena.com/blu_vivo_one_plus_(2019)-9518.php;https://fdn2.gsmarena.com/vv/bigpic/blu-vivo-one-plus-2019.jpg;BLU Vivo One Plus (2019);Released 2019, January;178g, 8.3mm thickness;Android 8.1;16GB storage, microSDXC;6;N/A;173,594 hits;"6.2""";720x1500 pixels;2 GB RAM;MT6739;3000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 12, 17, 28;;HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps;2019, January;Available. Released 2019, January;156.7 x 75.2 x 8.3 mm (6.17 x 2.96 x 0.33 in);178 g (6.28 oz);Dual SIM (Nano-SIM, dual stand-by);IPS LCD;6.2 inches, 96.7 cm(~82.1% screen-to-body ratio);720 x 1500 pixels (~268 ppi density);Android 8.1 (Oreo);Mediatek MT6739 (28 nm);Quad-core 1.3 GHz Cortex-A53;PowerVR GE8100;microSDXC;16GB 2GB RAM;"13 MP, f/2.2, 1/4.0""2 MP, (depth)";LED flash;1080p@30fps;"8 MP, f/2.2, 1/5""";;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Fingerprint (rear-mounted), accelerometer, proximity;Li-Po 3000 mAh, non-removable;Silver;About 110 EUR;eMMC 5.1;;;Up to 600 h (2G) / Up to 550 h (3G);Up to 21 h (2G) / Up to 16 h (3G);LED flash;;;;;;;;
https://www.gsmarena.com/blu_vivo_go-9482.php;https://fdn2.gsmarena.com/vv/bigpic/blu-vivo-go.jpg;BLU Vivo Go;Released 2018, December;155g, 8.4mm thickness;Android 9.0 Pie;16GB storage, microSDXC;5;N/A;95,554 hits;"6.0""";720x1440 pixels;1 GB RAM;MT6739;2600 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 7, 12, 17, 28;;HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps;2018, December;Available. Released 2018, December;156.7 x 75.2 x 8.4 mm (6.17 x 2.96 x 0.33 in);155 g (5.47 oz);Dual SIM (Nano-SIM, dual stand-by);IPS LCD;6.0 inches, 92.9 cm(~78.8% screen-to-body ratio);720 x 1440 pixels, 18:9 ratio (~268 ppi density);Android 9.0 Pie (Go edition);Mediatek MT6739 (28 nm);Quad-core 1.5 GHz Cortex-A53;PowerVR GE8100;microSDXC;16GB 1GB RAM;8 MP, AF0.3 MP, (depth);LED flash;1080p@30fps;5 MP;720p@30fps;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.1, A2DP;GPS;No;FM radio;microUSB 2.0;Fingerprint (rear-mounted), accelerometer, proximity;Li-Po 2600 mAh, non-removable;Black;About 70 EUR;eMMC 5.1;;;Up to 600 h (2G) / Up to 550 h (3G);Up to 21 h (2G) / Up to 16 h (3G);LED flash;;;;;;;;
