Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;net3g;net4g;speed;year;status;dimensions;weight;build;sim;bodyother;displaytype;displaysize;displayresolution;displayprotection;os;chipset;cpu;gpu;memoryslot;internalmemory;memoryother;cam1modules;cam1features;cam1video;cam2modules;cam2video;wlan;bluetooth;gps;nfc;radio;usb;sensors;batdescription1;colors;price;displayother;net5g;models;sar-eu;tbench;batlife;sar-us;gprstext;edge;featuresother;cam2features;batstandby1;battalktime1;optionalother;batmusicplayback1
https://www.gsmarena.com/nokia_c5_06-4220.php;https://fdn2.gsmarena.com/vv/bigpic/nokia-c5-06.jpg;Nokia C5-06;Released 2012, March;93g, 13.8mm thickness;Symbian 9.4, Series 60 rel. 5;40MB 128MB RAM 256MB ROM storage, microSDHC slot;59;0.1%;2,167,299 hits;"3.2""";360x640 pixels;128 MB RAM;;1000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;;;;2011, October. Released 2012, March;Discontinued;105.8 x 51 x 13.8 mm, 65 cc (4.17 x 2.01 x 0.54 in);93 g (3.28 oz);;Mini-SIM;;TFT resistive touchscreen, 16M colors;3.2 inches, 28.2 cm(~52.3% screen-to-body ratio);360 x 640 pixels, 16:9 ratio (~229 ppi density);;Symbian 9.4, Series 60 rel. 5;;600 MHz;;microSDHC (dedicated slot);40MB 128MB RAM 256MB ROM;;2 MP;;480p@15fps;No;;Wi-Fi 802.11 b/g;2.1, A2DP, EDR;"GPS, A-GPS; Nokia Maps";;Stereo FM radio;microUSB 2.0;Accelerometer;Removable Li-Ion 1000 mAh battery (Bl-4U);Graphite Black, Aluminium Grey, Red, Orange, Blue, Black Illuvial, White Illuvial, White/Red, White/Orange;About 90 EUR;Handwriting recognition;;;0.90 W/kg (head);;;;Class 32;Class 32;MP4/H.264/WMV playerMP3/WAV/еAAC+/WMA playerPhoto editorOrganizerQuickOffice document viewerVoice command/dialPredictive text input;;Up to 600 h;Up to 11 h 30 min;;Up to 35 h
https://www.gsmarena.com/nokia_c5_05-4223.php;https://fdn2.gsmarena.com/vv/bigpic/nokia-c5-05.jpg;Nokia C5-05;Released 2011, December;93g, 13.8mm thickness;Symbian 9.4, Series 60 rel. 5;40MB 128MB RAM 256MB ROM storage, microSDHC slot;55;N/A;2,615,566 hits;"3.2""";360x640 pixels;128 MB RAM;;1000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;;;;2011, October. Released 2011, December;Discontinued;105.8 x 51 x 13.8 mm, 65 cc (4.17 x 2.01 x 0.54 in);93 g (3.28 oz);;Mini-SIM;;TFT resistive touchscreen, 16M colors;3.2 inches, 28.2 cm(~52.3% screen-to-body ratio);360 x 640 pixels, 16:9 ratio (~229 ppi density);;Symbian 9.4, Series 60 rel. 5;;600 MHz;;microSDHC (dedicated slot);40MB 128MB RAM 256MB ROM;;2 MP;;480p@15fps;No;;No;2.1, A2DP, EDR;"GPS, A-GPS; Nokia Maps";;Stereo FM radio;microUSB 2.0;Accelerometer;Removable Li-Ion 1000 mAh battery (Bl-4U);Black/Aluminium grey, Black Lilac, White Lilac, White/Graphite grey;About 80 EUR;Handwriting recognition;;;1.12 W/kg (head);;;;Class 32;Class 32;MP4/H.264/WMV playerMP3/WAV/еAAC+/WMA playerPhoto editorOrganizerQuickOffice document viewerVoice command/dialPredictive text input;;Up to 600 h;Up to 11 h 30 min;;Up to 35 h
https://www.gsmarena.com/nokia_c5_04-4222.php;https://fdn2.gsmarena.com/vv/bigpic/nokia-c5-04.jpg;Nokia C5-04;Released 2011, December;100g, 13.8mm thickness;Symbian 9.4, Series 60 rel. 5;60MB 128MB RAM 256MB ROM storage, microSDHC slot;47;N/A;824,385 hits;"3.2""";360x640 pixels;128 MB RAM;;1000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 900 / 2100;;HSPA 10.2/2 Mbps;2011, October. Released 2011, December;Discontinued;105.8 x 50.8 x 13.8 mm, 65 cc (4.17 x 2.0 x 0.54 in);100 g (3.53 oz);;Mini-SIM;;TFT resistive touchscreen, 16M colors;3.2 inches, 28.2 cm(~52.5% screen-to-body ratio);360 x 640 pixels, 16:9 ratio (~229 ppi density);;Symbian 9.4, Series 60 rel. 5;;600 MHz;;microSDHC (dedicated slot);60MB 128MB RAM 256MB ROM;;2 MP;;480p@15fps;No;;No;2.0, A2DP, EDR;"GPS, A-GPS; Nokia Maps";;Stereo FM radio;microUSB 2.0;Accelerometer;Removable Li-Ion 1000 mAh battery (Bl-4U);Graphite Black, Aluminium Grey, Red, Orange, Blue, Black Illuvial, White Illuvial, White/Red, White/Orange;About 100 EUR;Handwriting recognition;;;1.18 W/kg (head);;;1.42 W/kg (head)     1.04 W/kg (body);;;MP4/H.264/WMV playerMP3/WAV/еAAC+/WMA playerPhoto editorOrganizerQuickOffice document viewerVoice command/dialPredictive text input;;Up to 520 h (2G) / Up to 470 h (3G);Up to 7 h 10 min (2G) / Up to 4 h 40 min (3G);;Up to 35 h
https://www.gsmarena.com/nokia_101-4121.php;https://fdn2.gsmarena.com/vv/bigpic/nokia-101.jpg;Nokia 101;Released 2011, October;71g, 14.9mm thickness;Feature phone;microSDHC slot;94;0.2%;3,915,078 hits;"1.8""";128x160 pixels; ;;1020 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;;;;2011, August. Released 2011, October;Discontinued;110 x 45.5 x 14.9 mm, 73 cc (4.33 x 1.79 x 0.59 in);71 g (2.50 oz);;Dual SIM (Mini-SIM, dual stand-by);Flashlight;TFT, 65K colors;1.8 inches, 10.2 cm(~20.4% screen-to-body ratio);128 x 160 pixels (~114 ppi density);;;;;;microSDHC (dedicated slot);;;No;;;;;No;No;No;;Stereo FM radio;No;;Removable Li-Ion 1020 mAh battery (BL-5C) - India market;Phantom Black, Coral Red;About 40 EUR;;;;1.28 W/kg (head);;;;No;No;MP3 playerOrganizerPredictive text input;;Up to 768 h;Up to 8 h 30 min;;26
https://www.gsmarena.com/nokia_100-4120.php;https://fdn2.gsmarena.com/vv/bigpic/nokia-100.jpg;Nokia 100;Released 2011, November;69.6g, 14.9mm thickness;Feature phone;No card slot;77;0.2%;2,586,644 hits;"1.8""";128x160 pixels; ;;850 mAh Li-Ion;GSM 900 / 1800;;;;2011, August. Released 2011, November;Discontinued;110 x 45.5 x 14.9 mm (4.33 x 1.79 x 0.59 in);69.6 g (2.43 oz);;Mini-SIM;Flashlight;TFT, 65K colors;1.8 inches, 10.2 cm(~20.4% screen-to-body ratio);128 x 160 pixels (~114 ppi density);;;;;;No;;;No;;;;;No;No;No;;FM radio;No;;Removable Li-Ion 850 mAh battery (BL-5CB);Legion Blue, Festival  Pink, Ocean Blue Phantom Black, Coral Red;About 50 EUR;;;;0.81 W/kg (head);;;1.18 W/kg (head)     0.66 W/kg (body);No;No;OrganizerPredictive text input;;Up to 840 h;Up to 7 h 20 min;;
https://www.gsmarena.com/nokia_701-4119.php;https://fdn2.gsmarena.com/vv/bigpic/nokia-701.jpg;Nokia 701;Released 2011, September;131g, 11mm thickness;Symbian Belle, up to Belle FP1;8GB storage, microSDHC;143;0.1%;4,437,039 hits;"3.5""";360x640 pixels;512 MB RAM;;1300 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700 / 1900 / 2100;;HSPA 14.4/5.76 Mbps;2011, August. Released 2011, September;Discontinued;117.2 x 56.8 x 11 mm, 64 cc (4.61 x 2.24 x 0.43 in);131 g (4.62 oz);;Mini-SIM;;LED-backlit IPS LCD;3.5 inches, 33.8 cm(~50.7% screen-to-body ratio);360 x 640 pixels, 16:9 ratio (~210 ppi density);Corning Gorilla Glass;Symbian Belle, upgradable to Belle FP1;;1.0 GHz ARM11 (1.3GHz after update);;microSDHC (dedicated slot);8GB 512MB RAM;;8 MP;Dual-LED flash;720p@30fps;VGA;;Wi-Fi 802.11 b/g/n;3.0, A2DP, EDR;GPS, A-GPS;Yes;"Stereo FM radio, RDS; FM transmitter";microUSB 2.0, OTG;Accelerometer, proximity, compass;Removable Li-Ion 1300 mAh battery (BL-5K);Steel dark, silver light, amethyst violet, white;About 150 EUR;Nokia ClearBlack display;;;1.08 W/kg (head);;;1.21 W/kg (head)     0.92 W/kg (body);;;SNS integrationTV-outMP4/H.264 playerMP3/WAV/еAAC+/WMA playerDolby Digital Plus (via FP1 update)Photo editorOrganizerVoice command/dialPredictive text input;;Up to 504 h (2G) / Up to 551 h (3G);Up to 17 h (2G) / Up to 6 h 45 min (3G);;Up to 71 h 25 min
https://www.gsmarena.com/nokia_700-4021.php;https://fdn2.gsmarena.com/vv/bigpic/nokia-700.jpg;Nokia 700;Released 2011, September;96g, 9.7mm thickness;Symbian Belle, up to Belle FP1;2GB 512MB RAM storage, microSDHC slot;121;0.2%;4,419,810 hits;"3.2""";360x640 pixels;512 MB RAM;;1080 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700 / 1900 / 2100;;HSPA 14.4/5.76 Mbps;2011, August. Released 2011, September;Discontinued;110 x 50.7 x 9.7 mm, 50 cc (4.33 x 2.00 x 0.38 in);96 g (3.39 oz);;Mini-SIM;;AMOLED;3.2 inches, 28.2 cm(~50.6% screen-to-body ratio);360 x 640 pixels, 16:9 ratio (~229 ppi density);Corning Gorilla Glass;Symbian Belle, upgradable to Belle FP1;;1.0 GHz ARM11 (1.3GHz after update);;microSDHC (dedicated slot);2GB 512MB RAM;;5 MP;LED flash;720p@30fps;No;;Wi-Fi 802.11 b/g/n;3.0, A2DP, EDR;"GPS, A-GPS; Nokia Maps 3.06";Yes;Stereo FM radio, RDS;microUSB 2.0;Accelerometer, proximity, compass;Removable Li-Ion 1080 mAh battery (BP-5Z);Cool Grey, Silver/White, Coral Red, Peacock Blue and  Purple;About 140 EUR;Nokia ClearBlack display;;;1.43 W/kg (head);;;1.32 W/kg (head)     1.06 W/kg (body);;;SNS integrationTV-outMP4/H.264 playerMP3/WAV/еAAC+/WMA playerDolby Digital Plus (via FP1 update)Photo editorOrganizerVoice command/dialPredictive text input;;Up to 465 h (2G) / Up to 450 h (3G);Up to 7 h 10 min (2G) / Up to 4 h 30 min (3G);;Up to 47 h
https://www.gsmarena.com/nokia_600-4118.php;https://fdn2.gsmarena.com/vv/bigpic/nokia-600.jpg;Nokia 600;Cancelled;100g, 13mm thickness;Symbian Belle OS;2GB storage, microSDHC slot;55;N/A;1,476,433 hits;"3.2""";360x640 pixels; ;;1200 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700 / 1900 / 2100;;HSPA 14.4/5.76 Mbps;2011, August;Cancelled;111 x 53 x 13 mm, 72 cc (4.37 x 2.09 x 0.51 in);100 g (3.53 oz);;Mini-SIM;;TFT;3.2 inches, 28.2 cm(~48.0% screen-to-body ratio);360 x 640 pixels, 16:9 ratio (~229 ppi density);;Symbian Belle OS;;1.0 GHz;;microSDHC (dedicated slot), 2 GB included;2GB;;5 MP;LED flash;720p@30fps;No;;Wi-Fi 802.11 b/g;3.0, A2DP, EDR;GPS, A-GPS;Yes;"Stereo FM radio, RDS; FM transmitter; built-in antenna";microUSB 2.0;Accelerometer, proximity, compass;Removable Li-Ion 1200 mAh battery (BL-4J);Black, White, Pink and Lime;About 240 EUR;;;;;;;;;;SNS integrationMP4/H.264 playerMP3/WAV/еAAC+/WMA playerPhoto editorOrganizerVoice command/dialPredictive text input;;Up to 540 h (2G) / Up to 600 h (3G);Up to 15 h (2G) / Up to 6 h 30 min (3G);;Up to 60 h
https://www.gsmarena.com/nokia_c3_01_gold_edition-4113.php;https://fdn2.gsmarena.com/vv/bigpic/Nokia-C3-01-Gold-Edition.jpg;Nokia C3-01 Gold Edition;Released 2011, August;100g, 11mm thickness;Feature phone;140MB 64MB RAM 128MB ROM storage, microSDHC slot;57;N/A;1,008,132 hits;"2.4""";240x320 pixels;64 MB RAM;;1050 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1900 / 2100;;HSPA 10.2/2 Mbps;2011, August. Released 2011, August;Discontinued;111 x 47.5 x 11 mm, 51.4 cc (4.37 x 1.87 x 0.43 in);100 g (3.53 oz);;Mini-SIM;;TFT resistive touchscreen, 256K colors;2.4 inches, 17.8 cm(~33.8% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~167 ppi density);;;;1.0 GHz;;microSDHC (dedicated slot);140MB 64MB RAM 128MB ROM;;5 MP;LED flash;480p@30fps;No;;Wi-Fi 802.11 b/g/n;2.1, A2DP, EDR;No;;Stereo FM radio, RDS;microUSB 2.0;;Removable Li-Ion 1050 mAh battery (BL-5CT);Gold;About 180 EUR;;;;0.99 W/kg (head);;;0.87 W/kg (head)     0.58 W/kg (body);;;18-carat gold platingCeramic-feel keymat materialsFacebook, TwitterMP4/H.264/WMV playerMP3/WAV/WMA/eAAC+ playerOrganizerVoice memoPredictive text input;;Up to 405 h (2G) / Up to 440 h (3G);Up to 5 h 30 min (2G) / Up to 4 h (3G);;Up to 20 h
https://www.gsmarena.com/nokia_500-4085.php;https://fdn2.gsmarena.com/vv/bigpic/nokia-500.jpg;Nokia 500;Released 2011, September;93g, 14.1mm thickness;Symbian Anna, up to Nokia Belle OS;2GB 256MB RAM storage, microSDHC slot;127;0.2%;8,951,225 hits;"3.2""";360x640 pixels;256 MB RAM;;1110 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700 / 1900 / 2100;;HSPA 14.4/5.76 Mbps;2011, August. Released 2011, September;Discontinued;111.3 x 53.8 x 14.1 mm, 73 cc (4.38 x 2.12 x 0.56 in);93 g (3.28 oz);;Mini-SIM;;TFT;3.2 inches, 28.2 cm(~47.1% screen-to-body ratio);360 x 640 pixels, 16:9 ratio (~229 ppi density);;Symbian Anna, upgradable to Nokia Belle OS;;1.0 GHz ARM 11;;microSDHC (dedicated slot);2GB 256MB RAM;;5 MP;;480p@15fps;No;;Wi-Fi 802.11 b/g;2.1, A2DP, EDR;GPS, A-GPS;;Stereo FM radio;microUSB 2.0;Accelerometer, proximity, compass;Removable Li-Ion 1110 mAh battery (BL-4U);Black/White with covers in Black, Azure Blue, Coral Red, Purple, Khaki, Orange, Green, Pink, Silver;About 110 EUR;;;;1.18 W/kg (head);;;1.47 W/kg (head)     1.38 W/kg (body);;;Exchangeable battery covers with multiple home screens (2 included in the retail box)MP4/H.264 playerMP3/WAV/еAAC+/WMA playerPhoto editorOrganizerVoice command/dialPredictive text input;;Up to 500 h (2G) / Up to 455 h (3G);Up to 7 h (2G) / Up to 5 h (3G);;Up to 35 h
https://www.gsmarena.com/nokia_n9-3398.php;https://fdn2.gsmarena.com/vv/bigpic/Nokia-N9-00-cyan.jpg;Nokia N9;Released 2011, September;135g, 12.1mm thickness;MeeGo 1.2 Harmattan;16GB/64GB storage, no card slot;739;0.6%;27,529,955 hits;"3.9""";480x854 pixels;1 GB RAM;TI OMAP 3630;1450 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700 / 1900 / 2100;;HSPA 14.4/5.76 Mbps;2011, June. Released 2011, September;Discontinued;116.5 x 61.2 x 12.1 mm, 76 cc (4.59 x 2.41 x 0.48 in);135 g (4.76 oz);;Micro-SIM;;AMOLED;3.9 inches, 41.9 cm(~58.8% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~251 ppi density);Corning Gorilla Glass;MeeGo 1.2 Harmattan;TI OMAP 3630;1.0 GHz Cortex A8;PowerVR SGX530;No;16GB 1GB RAM, 64GB 1GB RAM;;8 MP, AF;Carl Zeiss optics, dual-LED flash;720p@30fps;VGA;;Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct;2.1, A2DP, EDR;"GPS, A-GPS; Ovi Maps";Yes;FM radio (via third party software);microUSB 2.0;Accelerometer, proximity, compass;Non-removable Li-Ion 1450 mAh battery (BV-5JW);Black, Cyan, Magenta, Glossy white;About 140 EUR;Anti-glare polariser;;;1.16 W/kg (head);;;1.18 W/kg (head)     1.18 W/kg (body);;;SNS integrationTV-outDolby Digital Plus;;Up to 380 h (2G) / Up to 450 h (3G);Up to 11 h (2G) / Up to 7 h (3G);;Up to 50 h
https://www.gsmarena.com/nokia_c5_5mp-4019.php;https://fdn2.gsmarena.com/vv/bigpic/nokia-c5-00-5mp1.jpg;Nokia C5 5MP;Released 2011, September;95g, 12.3mm thickness;Symbian 9.3, Series 60 rel. 3.2;270MB 256MB RAM 512MB ROM storage, microSDHC slot;148;0.1%;3,667,693 hits;"2.2""";240x320 pixels;256 MB RAM;;1050 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 900 / 2100;;HSPA;2011, June. Released 2011, September;Discontinued;112.3 x 46 x 12.3 mm, 56.2 cc (4.42 x 1.81 x 0.48 in);95 g (3.35 oz);;Mini-SIM;;TFT, 16M colors;2.2 inches, 15.0 cm(~29.0% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~182 ppi density);;Symbian 9.3, Series 60 rel. 3.2;;600 MHz ARM 11;;microSDHC (dedicated slot), 2 GB included;270MB 256MB RAM 512MB ROM;;5 MP;Dual-LED flash;480p@15fps;VGA videocall camera;;No;2.0, A2DP, EDR;"GPS, A-GPS; Ovi Maps 3.0";;Stereo FM radio, RDS;microUSB 2.0;;Removable Li-Ion 1050 mAh battery (BL-5CT);White, Warm Grey, All Black;About 110 EUR;;;;1.34 W/kg (head);;;1.16 W/kg (head)     0.86 W/kg (body);;;MP4/H.264 playerMP3/WAV/eAAC+/WMA playerDocument viewer (Word, Excel, PowerPoint, PDF)Video/Photo editorOrganizerFacebook, YouTube, hi5, Friendster, MySpace appsVoice memo/dialPredictive text input;;Up to 600 h (2G) / Up to 672 h (3G);Up to 11 h (2G) / Up to 4 h 40 min (3G);;Up to 30 h
https://www.gsmarena.com/nokia_c2_06-3931.php;https://fdn2.gsmarena.com/vv/bigpic/Nokia-C2-06-graphite.jpg;Nokia C2-06;Released 2011, November;115g, 17mm thickness;Feature phone;10MB storage, microSDHC slot;53;0.1%;2,825,561 hits;"2.6""";240x320 pixels; ;;1020 mAh Li-Ion;GSM 900 / 1800 - SIM1 & SIM 2;;;;2011, June. Released 2011, November;Discontinued;103 x 51.4 x 17 mm (4.06 x 2.02 x 0.67 in);115 g (4.06 oz);;Dual SIM (Mini-SIM);;TFT resistive touchscreen, 65K colors;2.6 inches, 20.9 cm(~39.5% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~154 ppi density);;;;;;microSDHC (dedicated slot), 2 GB included;10MB;;2 MP;;QCIF@15fps;No;;No;2.1, EDR;No;;FM radio, recording (selected markets);microUSB 2.0;;Removable Li-Ion 1020 mAh battery (BL-5C);Graphite;About 110 EUR;Handwriting recognition;;;0.61 W/kg (head);;;;Class 12;Class 12;MP4/H.264 playerMP3/AAC/WAV playerOrganizerVoice memoPredictive text input;;Up to 400 h;Up to 5 h;;Up to 37 h
https://www.gsmarena.com/nokia_c2_03-3995.php;https://fdn2.gsmarena.com/vv/bigpic/Nokia-C2-03-white-light-gold.jpg;Nokia C2-03;Released 2011, September;115g, 17mm thickness;Feature phone;10MB storage, microSDHC slot;70;0.2%;7,696,923 hits;"2.6""";240x320 pixels; ;;1020 mAh Li-Ion;GSM 900 / 1800 - SIM1 & SIM 2;;;;2011, June. Released 2011, September;Discontinued;103 x 51.4 x 17 mm (4.06 x 2.02 x 0.67 in);115 g (4.06 oz);;Dual SIM (Mini-SIM);;TFT resistive touchscreen, 65K colors;2.6 inches, 20.9 cm(~39.5% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~154 ppi density);;;;;;microSDHC (dedicated slot), 2 GB included;10MB;;2 MP;;QCIF@15fps;No;;No;2.1;No;;FM radio, recording (selected markets);microUSB 2.0;;Removable Li-Ion 1020 mAh battery (BL-5C);Chrome Black, Golden White;About 70 EUR;Handwriting recognition;;;0.61 W/kg (head);;;;Class 12;Class 12;MP4/H.264 playerMP3/AAC/WAV playerOrganizerVoice memoPredictive text input;;Up to 400 h;Up to 5 h;;Up to 37 h
https://www.gsmarena.com/nokia_c2_02-3996.php;https://fdn2.gsmarena.com/vv/bigpic/nokia-c2-02.jpg;Nokia C2-02;Released 2011, August;115g, 17mm thickness;Feature phone;10MB storage, microSDHC slot;49;0.2%;3,224,489 hits;"2.6""";240x320 pixels; ;;1020 mAh Li-Ion;GSM 900 / 1800;;;;2011, June. Released 2011, August;Discontinued;103 x 51.4 x 17 mm (4.06 x 2.02 x 0.67 in);115 g (4.06 oz);;Mini-SIM;;TFT resistive touchscreen, 65K colors;2.6 inches, 20.9 cm(~39.5% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~154 ppi density);;;;;;microSDHC (dedicated slot), 2 GB included;10MB;;2 MP;;QCIF@15fps;No;;No;2.1, A2DP;No;;FM radio, recording (selected markets);microUSB 2.0;;Removable Li-Ion 1020 mAh battery (BL-5C);Chrome Black, Golden White;About 70 EUR;Handwriting recognition;;;0.60 W/kg (head);;;0.68 W/kg (head)     0.55 W/kg (body);Class 12;Class 12;MP4/H.264 playerMP3/AAC/WAV playerSNS integration (Facebook, Twitter, Flickr)Nokia MapsOrganizerVoice memoPredictive text input;;Up to 600 h;Up to 5 h;;Up to 37 h
https://www.gsmarena.com/nokia_702t-4020.php;https://fdn2.gsmarena.com/vv/bigpic/nokia-702t.jpg;Nokia 702T;Released 2011, Q3;127g, 10mm thickness;Symbian Anna OS;8GB storage, microSDHC;49;N/A;1,103,556 hits;"2.46""";640x480 pixels;256 MB RAM;;1200 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;TD-SCDMA;;HSPA;2011, June. Released 2011, Q3;Discontinued;117.1 x 60.4 x 10 mm, 67.4 cc (4.61 x 2.38 x 0.39 in);127 g (4.48 oz);;Mini-SIM;;TFT;2.46 inches, 18.7 cm(~26.5% screen-to-body ratio);640 x 480 pixels, 4:3 ratio (~325 ppi density);Corning Gorilla Glass;Symbian Anna OS;;680 MHz ARM 11;;microSDHC (dedicated slot);8GB 256MB RAM;;8 MP;Dual-LED flash;720p@25fps;VGA;;Wi-Fi 802.11 b/g/n;3.0, A2DP;GPS, A-GPS;;Stereo FM radio, RDS;microUSB 2.0, OTG;Accelerometer, proximity, compass;Removable Li-Ion 1200 mAh battery (BL-4D);Black, White;About 180 EUR;;;;0.75 W/kg (head);;;;Yes;Yes;Stainless steel panelsTV OutMP4/H.264 playerMP3/WMA/WAV/eAAC+ playerQuickOffice document editor (Word, Excel, PowerPoint, PDF)OrganizerVoice command/dial/commandsPredictive text input;;Up to 360 h (2G) / Up to 360 h (3G);Up to 5 h 20 min (2G) / Up to 7 h 40 min (3G);;Up to 72 h
https://www.gsmarena.com/nokia_t7-3915.php;https://fdn2.gsmarena.com/vv/bigpic/nokia-t7-00-ofic.jpg;Nokia T7;Released 2011, Q3;134, 12.8mm thickness;Symbian^3, up to Nokia Belle OS;290MB 256MB RAM 1GB ROM storage, microSDHC slot;60;0.1%;1,358,372 hits;"3.5""";360x640 pixels;256 MB RAM;;1200 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;TD-SCDMA;;HSPA;2011, June. Released 2011, Q3;Discontinued;113.5 x 59 x 12.8 mm, 80 cc (4.47 x 2.32 x 0.50 in);134 (4.73 oz);;Mini-SIM;;AMOLED;3.5 inches, 33.8 cm(~50.4% screen-to-body ratio);360 x 640 pixels, 16:9 ratio (~210 ppi density);Corning Gorilla Glass;Symbian^3, upgradable to Nokia Belle OS;;680 MHz ARM 11;;microSDHC (dedicated slot);290MB 256MB RAM 1GB ROM;;8 MP;Dual-LED flash;720p@25fps, 720p@30fps (via SW update);VGA;;Wi-Fi 802.11 b/g/n;3.0, A2DP;"GPS, A-GPS; Ovi Maps";;"Stereo FM radio, RDS; FM transmitter";microUSB 2.0, OTG;Accelerometer, proximity, compass;Removable Li-Ion 1200 mAh battery (BL-4D);Black, Lime;About 240 EUR;ClearBlack display;;;0.97 W/kg (head);;;0.77 W/kg (head)     0.80 W/kg (body);Yes;Yes;Anodized aluminum casingTV Out with compositeMP3/WMA/WAV/eAAC+ playerMP4/H.264/WMV playerVoice command/dialDocument viewer (Word, Excel, PowerPoint, PDF)Video/photo editorPredictive text input;;Up to 360 h (2G) / Up to 360 h (3G);Up to 5 h 20 min (2G) / Up to 7 h 45 min (3G);;
https://www.gsmarena.com/nokia_n950-3997.php;https://fdn2.gsmarena.com/vv/bigpic/nokia-n950.jpg;Nokia N950;Released 2011, June;;MeeGo 1.2 Harmattan OS;8GB storage, no card slot;91;0.1%;2,112,182 hits;"4.0""";480x854 pixels;1 GB RAM;TI OMAP 3630;1320 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700 / 1900 / 2100;;HSPA 14.4/5.76 Mbps;2011, June;Discontinued;-;-;;Mini-SIM;;LCD;4.0 inches, 44.1 cm;480 x 854 pixels, 16:9 ratio (~245 ppi density);;MeeGo 1.2 Harmattan OS;TI OMAP 3630;1.0 GHz Cortex-A8;PowerVR SGX530;No;8.5GB user available, 1GB RAM;;12 MP, AF;Dual-LED flash;Yes;Yes;;Wi-Fi 802.11 b/g/n;2.1, A2DP, EDR;"GPS, A-GPS; Ovi Maps";;No;microUSB 2.0;Accelerometer, proximity, compass;Removable Li-Ion 1320 mAh battery;Black;;;;;;;;0.80 W/kg (head)     1.24 W/kg (body);;;MP3/WAV/eAAC+/WMA/FLAC playerMP4/H.264/WMV playerDocument viewer (Word, Excel, PowerPoint, PDF viewer)Video/photo editorPredictive text input (Swype);;;;;
https://www.gsmarena.com/nokia_oro-3961.php;https://fdn2.gsmarena.com/vv/bigpic/nokia-oro.jpg;Nokia Oro;Released 2011, August;132g, 12.2mm thickness;Symbian Anna OS;8GB storage, microSDHC;53;0.1%;1,446,266 hits;"3.5""";360x640 pixels;256 MB RAM;;1200 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700 / 1900 / 2100;;HSPA 10.2/2 Mbps;2011, May. Released 2011, August;Discontinued;117.3 x 57.5 x 12.2 mm, 77.7 cc (4.62 x 2.26 x 0.48 in);132 g (4.66 oz);;Mini-SIM;;AMOLED;3.5 inches, 33.8 cm(~50.1% screen-to-body ratio);360 x 640 pixels, 16:9 ratio (~210 ppi density);Corning Gorilla Glass;Symbian Anna OS;;680 MHz ARM 11;Broadcom BCM2727;microSDHC (dedicated slot);8GB 256MB RAM;;8 MP;Dual-LED flash;720p@25fps;VGA;;Wi-Fi 802.11 b/g/n;3.0, A2DP;"GPS, A-GPS; Ovi Maps 3.0";Yes;"Stereo FM radio, RDS; FM transmitter";microUSB 2.0, OTG;Accelerometer, proximity, compass;Removable Li-Ion 1200 mAh battery (BL-5K);Nokia Oro Light, Nokia Oro Dark;About 230 EUR;Handwriting recognition;;;0.73 W/kg (head);;;1.03 W/kg (head)     0.83 W/kg (body);;;18-carat gold platingSapphire crystal and leather materialsWeb TVTV-outMP3/WMA/WAV/eAAC+ playerDivX/XviD/MP4/H.264/WMV playerQuickoffice document viewer (Word, Excel, PowerPoint, PDF)Adobe ReaderPhoto editorVoice memo/dial/commandPredictive text input;;Up to 555 h (2G) / Up to 656 h (3G);Up to 9 h 36 min (2G) / Up to 5 h 18 min (3G);;Up to 54 h
